年,月,日,曜日,休日,ユリウス通日,黄経/太陽,黄経/月,月齢,旧暦/年,旧暦/閏月FLAG,旧暦/月,旧暦/日,六曜,干支(日),二十四節気,節句,雑節
1914,1,1,木,元日,2420133.125,279.36303568,326.63424755,4.50126157,1913,0,12,6,大安,丁亥,,,
1914,1,2,金,,2420134.125,280.38262392,338.74343075,5.50126157,1913,0,12,7,赤口,戊子,,,
1914,1,3,土,,2420135.125,281.40215072,350.66478273,6.50126157,1913,0,12,8,先勝,己丑,,,
1914,1,4,日,,2420136.125,282.42160464,2.47967339,7.50126157,1913,0,12,9,友引,庚寅,,,
1914,1,5,月,,2420137.125,283.44097658,14.27776354,8.50126157,1913,0,12,10,先負,辛卯,,,
1914,1,6,火,,2420138.125,284.46025927,26.15143720,9.50126157,1913,0,12,11,仏滅,壬辰,小寒,,
1914,1,7,水,,2420139.125,285.47944693,38.19015857,10.50126157,1913,0,12,12,大安,癸巳,,人日,
1914,1,8,木,,2420140.125,286.49853495,50.47437262,11.50126157,1913,0,12,13,赤口,甲午,,,
1914,1,9,金,,2420141.125,287.51751961,63.06877278,12.50126157,1913,0,12,14,先勝,乙未,,,
1914,1,10,土,,2420142.125,288.53639775,76.01529102,13.50126157,1913,0,12,15,友引,丙申,,,
1914,1,11,日,,2420143.125,289.55516659,89.32694911,14.50126157,1913,0,12,16,先負,丁酉,,,
1914,1,12,月,成人の日,2420144.125,290.57382386,102.98444247,15.50126157,1913,0,12,17,仏滅,戊戌,,,
1914,1,13,火,,2420145.125,291.59236853,116.93747885,16.50126157,1913,0,12,18,大安,己亥,,,
1914,1,14,水,,2420146.125,292.61080213,131.11190257,17.50126157,1913,0,12,19,赤口,庚子,,,
1914,1,15,木,,2420147.125,293.62912998,145.42159044,18.50126157,1913,0,12,20,先勝,辛丑,,,
1914,1,16,金,,2420148.125,294.64736143,159.78197640,19.50126157,1913,0,12,21,友引,壬寅,,,
1914,1,17,土,,2420149.125,295.66550838,174.12123347,20.50126157,1913,0,12,22,先負,癸卯,,,
1914,1,18,日,,2420150.125,296.68358227,188.38620544,21.50126157,1913,0,12,23,仏滅,甲辰,,,土用入(冬)
1914,1,19,月,,2420151.125,297.70159040,202.54240533,22.50126157,1913,0,12,24,大安,乙巳,,,
1914,1,20,火,,2420152.125,298.71953305,216.56945668,23.50126157,1913,0,12,25,赤口,丙午,,,
